Unnamed: 0,consecutivo,Id,fecha,anio,mes,dia,dia_sem,rango_hora,mun,calle_1,calle_2,lon,lat,tipo_siniestro,condicion_usuario,tipo_usuario,ibaen_atro,sexo,rango_edad,consecuencia
3122,30408,2019-06-02-59802-SISCAV-06:00 A 07:59,2019-06-02,2019,Junio,2,domingo,06:00 a 06:59,Guadalajara,Ruben Dario,Turin,-103.3839,20.6942,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,48-59,Ileso
3131,30420,2019-06-03-59874-SISCAV-06:00 A 07:59,2019-06-03,2019,Junio,3,lunes,07:00 a 07:59,Guadalajara,Colon Av,Papantla,-103.3781,20.63628,Colision Entre Dos o Mas Vehiculos,Conductor,Sin datos,Sin datos,No especificado,No disponible,Ileso
3132,30421,2019-06-03-59874-SISCAV-06:00 A 07:59,2019-06-03,2019,Junio,3,lunes,07:00 a 07:59,Guadalajara,Colon Av,Papantla,-103.3781,20.63628,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,38-47,Ileso
3133,30422,2019-06-03-59874-SISCAV-06:00 A 07:59,2019-06-03,2019,Junio,3,lunes,07:00 a 07:59,Guadalajara,Colon Av,Papantla,-103.3781,20.63628,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,28-37,Ileso
3134,30423,2019-06-03-59874-SISCAV-06:00 A 07:59,2019-06-03,2019,Junio,3,lunes,07:00 a 07:59,Guadalajara,Colon Av,Papantla,-103.3781,20.63628,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Mujer,No disponible,Lesionado
3135,30424,2019-06-03-59874-SISCAV-06:00 A 07:59,2019-06-03,2019,Junio,3,lunes,07:00 a 07:59,Guadalajara,Colon Av,Papantla,-103.3781,20.63628,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,18-27,Lesionado
3141,30430,2019-06-04-3-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-04,2019,Junio,4,martes,20:00 a 20:59,Guadalajara,De Los Maestros Av,Mariano Barcenas,-103.3517,20.69314,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,38-47,Ileso
3142,30431,2019-06-04-3-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-04,2019,Junio,4,martes,20:00 a 20:59,Guadalajara,De Los Maestros Av,Mariano Barcenas,-103.3517,20.69314,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte Publico De Pasajeros,Transporte Publico,Mujer,60+,Lesionado
3143,30432,2019-06-04-3-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-04,2019,Junio,4,martes,20:00 a 20:59,Guadalajara,De Los Maestros Av,Mariano Barcenas,-103.3517,20.69314,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte Publico De Pasajeros,Transporte Publico,Mujer,60+,Lesionado
3144,30433,2019-06-04-3-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-04,2019,Junio,4,martes,20:00 a 20:59,Guadalajara,De Los Maestros Av,Mariano Barcenas,-103.3517,20.69314,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte Publico De Pasajeros,Transporte Publico,Mujer,48-59,Lesionado
3145,30434,2019-06-04-3-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-04,2019,Junio,4,martes,20:00 a 20:59,Guadalajara,De Los Maestros Av,Mariano Barcenas,-103.3517,20.69314,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,28-37,Ileso
3146,30440,2019-06-04-59916-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,10:00 a 10:59,Zapopan,Periferico,Jose Parres Arias,-103.3786,20.73842,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
3147,30441,2019-06-04-59916-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,10:00 a 10:59,Zapopan,Periferico,Jose Parres Arias,-103.3786,20.73842,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,No especificado,No disponible,Ileso
3148,30442,2019-06-04-59916-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,10:00 a 10:59,Zapopan,Periferico,Jose Parres Arias,-103.3786,20.73842,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3149,30443,2019-06-04-59916-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,10:00 a 10:59,Zapopan,Periferico,Jose Parres Arias,-103.3786,20.73842,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Lesionado
3150,30444,2019-06-04-59917-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,11:00 a 11:59,Zapopan,Juan Palomar Y Arias Av,Eca Do Queiros,-103.4269,20.69053,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
3151,30445,2019-06-04-59917-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,11:00 a 11:59,Zapopan,Juan Palomar Y Arias Av,Eca Do Queiros,-103.4269,20.69053,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Mujer,38-47,Lesionado
3152,30446,2019-06-04-59917-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,11:00 a 11:59,Zapopan,Juan Palomar Y Arias Av,Eca Do Queiros,-103.4269,20.69053,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,No disponible,Lesionado
3153,30447,2019-06-04-59917-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,11:00 a 11:59,Zapopan,Juan Palomar Y Arias Av,Eca Do Queiros,-103.4269,20.69053,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3154,30448,2019-06-04-59917-SISCAV-10:00 A 11:59,2019-06-04,2019,Junio,4,martes,11:00 a 11:59,Zapopan,Juan Palomar Y Arias Av,Eca Do Queiros,-103.4269,20.69053,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Hombre,No disponible,Lesionado
3160,30454,2019-06-04-59927-SISCAV-16:00 A 17:59,2019-06-04,2019,Junio,4,martes,17:00 a 17:59,Zapopan,Santa Margarita,Santa Monica Zap,-103.419,20.73042,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Lesionado
3161,30455,2019-06-04-59927-SISCAV-16:00 A 17:59,2019-06-04,2019,Junio,4,martes,17:00 a 17:59,Zapopan,Santa Margarita,Santa Monica Zap,-103.419,20.73042,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
3162,30456,2019-06-04-59927-SISCAV-16:00 A 17:59,2019-06-04,2019,Junio,4,martes,17:00 a 17:59,Zapopan,Santa Margarita,Santa Monica Zap,-103.419,20.73042,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,No especificado,No disponible,Ileso
3163,30457,2019-06-04-59927-SISCAV-16:00 A 17:59,2019-06-04,2019,Junio,4,martes,17:00 a 17:59,Zapopan,Santa Margarita,Santa Monica Zap,-103.419,20.73042,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3164,30458,2019-06-04-59927-SISCAV-16:00 A 17:59,2019-06-04,2019,Junio,4,martes,17:00 a 17:59,Zapopan,Santa Margarita,Santa Monica Zap,-103.419,20.73042,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Mujer,38-47,Ileso
3168,30463,2019-06-05-4-TRANSPORTE PUBLICO-14:00 A 15:59,2019-06-05,2019,Junio,5,miércoles,15:00 a 15:59,Guadalajara,Gerardo Estrada,Fernando Solis,-103.2703,20.67938,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,28-37,Ileso
3169,30464,2019-06-05-4-TRANSPORTE PUBLICO-14:00 A 15:59,2019-06-05,2019,Junio,5,miércoles,15:00 a 15:59,Guadalajara,Gerardo Estrada,Fernando Solis,-103.2703,20.67938,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
3170,30465,2019-06-05-5-TRANSPORTE PUBLICO-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Zapopan,Carretera A Tesistan,Granados,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,38-47,Ileso
3171,30466,2019-06-05-5-TRANSPORTE PUBLICO-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Zapopan,Carretera A Tesistan,Granados,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte Publico De Pasajeros,Transporte Publico,Mujer,18-27,Lesionado
3172,30467,2019-06-05-5-TRANSPORTE PUBLICO-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Zapopan,Carretera A Tesistan,Granados,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte Publico De Pasajeros,Transporte Publico,Mujer,18-27,Lesionado
3173,30468,2019-06-05-5-TRANSPORTE PUBLICO-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Zapopan,Carretera A Tesistan,Granados,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Trailer,No especificado,No disponible,Ileso
3174,30469,2019-06-05-5-TRANSPORTE PUBLICO-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Zapopan,Carretera A Tesistan,Granados,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Mujer,18-27,Ileso
3175,30470,2019-06-05-5-TRANSPORTE PUBLICO-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Zapopan,Carretera A Tesistan,Granados,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3176,30471,2019-06-05-59985-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Guadalajara,Vallarta Av,Yaquis,-103.3935,20.67444,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3177,30472,2019-06-05-59985-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Guadalajara,Vallarta Av,Yaquis,-103.3935,20.67444,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3178,30473,2019-06-05-59985-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Guadalajara,Vallarta Av,Yaquis,-103.3935,20.67444,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
3179,30474,2019-06-05-59985-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Guadalajara,Vallarta Av,Yaquis,-103.3935,20.67444,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Hombre,No disponible,Lesionado
3180,30475,2019-06-05-59985-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Guadalajara,Vallarta Av,Yaquis,-103.3935,20.67444,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,No especificado,No disponible,Ileso
3181,30476,2019-06-05-59986-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Zapopan,Carretera A Tesistan,Colonia La Periquera,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Lesionado
3182,30477,2019-06-05-59986-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Zapopan,Carretera A Tesistan,Colonia La Periquera,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,No disponible,Lesionado
3183,30478,2019-06-05-59986-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Zapopan,Carretera A Tesistan,Colonia La Periquera,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,No disponible,Lesionado
3184,30479,2019-06-05-59986-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Zapopan,Carretera A Tesistan,Colonia La Periquera,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,Hombre,18-27,Ileso
3185,30480,2019-06-05-59986-SISCAV-16:00 A 17:59,2019-06-05,2019,Junio,5,miércoles,17:00 a 17:59,Zapopan,Carretera A Tesistan,Colonia La Periquera,-103.4493,20.77163,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3190,30488,2019-06-05-60052-SISCAV-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Guadalajara,Hospital,Jose Clemente Orozco,-103.3659,20.68555,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3191,30489,2019-06-05-60052-SISCAV-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Guadalajara,Hospital,Jose Clemente Orozco,-103.3659,20.68555,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,0-17,Lesionado
3192,30490,2019-06-05-60052-SISCAV-22:00 A 23:59,2019-06-05,2019,Junio,5,miércoles,23:00 a 23:59,Guadalajara,Hospital,Jose Clemente Orozco,-103.3659,20.68555,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3193,30491,2019-06-06-13-EHGR-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Zapopan,Acueducto Av Zap,Real Acueducto Av,-103.4093,20.71267,Colision Con Peaton/Atropellamiento,Conductor,Ciclista,Bicicleta,Hombre,18-27,Ileso
3194,30492,2019-06-06-13-EHGR-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Zapopan,Acueducto Av Zap,Real Acueducto Av,-103.4093,20.71267,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Bicicleta,Mujer,No disponible,Lesionado
3195,30493,2019-06-06-14-EHGR-16:00 A 17:59,2019-06-06,2019,Junio,6,jueves,16:00 a 16:59,Guadalajara,Lopez Mateos Av,San Miguel Col Chapalita,-103.3914,20.66841,Caida Del Vehiculo,Conductor,Motociclista,Motocicleta,Hombre,No disponible,Lesionado
3204,30502,2019-06-06-60056-SISCAV-10:00 A 11:59,2019-06-06,2019,Junio,6,jueves,10:00 a 10:59,Zapopan,Periferico,Las Lomas Col Puerta De Hierro,-103.4367,20.71171,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3205,30503,2019-06-06-60056-SISCAV-10:00 A 11:59,2019-06-06,2019,Junio,6,jueves,10:00 a 10:59,Zapopan,Periferico,Las Lomas Col Puerta De Hierro,-103.4367,20.71171,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Hombre,No disponible,Lesionado
3206,30504,2019-06-06-60056-SISCAV-10:00 A 11:59,2019-06-06,2019,Junio,6,jueves,10:00 a 10:59,Zapopan,Periferico,Las Lomas Col Puerta De Hierro,-103.4367,20.71171,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,Hombre,18-27,Ileso
3207,30505,2019-06-06-60056-SISCAV-10:00 A 11:59,2019-06-06,2019,Junio,6,jueves,10:00 a 10:59,Zapopan,Periferico,Las Lomas Col Puerta De Hierro,-103.4367,20.71171,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,18-27,Ileso
3208,30506,2019-06-06-60056-SISCAV-10:00 A 11:59,2019-06-06,2019,Junio,6,jueves,10:00 a 10:59,Zapopan,Periferico,Las Lomas Col Puerta De Hierro,-103.4367,20.71171,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,28-37,Ileso
3209,30507,2019-06-06-60071-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Donato Guerra,Leandro Valle,-103.3508,20.67089,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,38-47,Ileso
3210,30508,2019-06-06-60071-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Donato Guerra,Leandro Valle,-103.3508,20.67089,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,28-37,Lesionado
3211,30509,2019-06-06-60071-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Donato Guerra,Leandro Valle,-103.3508,20.67089,Colision Entre Dos o Mas Vehiculos,Pasajero,Motociclista,Motocicleta,Mujer,No disponible,Lesionado
3212,30510,2019-06-06-60071-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Donato Guerra,Leandro Valle,-103.3508,20.67089,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,48-59,Ileso
3213,30511,2019-06-06-60081-SISCAV-06:00 A 07:59,2019-06-06,2019,Junio,6,jueves,06:00 a 06:59,Zapopan,Periferico,Del Bosque Av,-103.4552,20.67449,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Trailer,Hombre,18-27,Ileso
3214,30512,2019-06-06-60081-SISCAV-06:00 A 07:59,2019-06-06,2019,Junio,6,jueves,06:00 a 06:59,Zapopan,Periferico,Del Bosque Av,-103.4552,20.67449,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,38-47,Ileso
3215,30513,2019-06-06-60081-SISCAV-06:00 A 07:59,2019-06-06,2019,Junio,6,jueves,06:00 a 06:59,Zapopan,Periferico,Del Bosque Av,-103.4552,20.67449,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Hombre,No disponible,Lesionado
3216,30514,2019-06-06-60081-SISCAV-06:00 A 07:59,2019-06-06,2019,Junio,6,jueves,06:00 a 06:59,Zapopan,Periferico,Del Bosque Av,-103.4552,20.67449,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,No disponible,Lesionado
3217,30515,2019-06-06-60081-SISCAV-06:00 A 07:59,2019-06-06,2019,Junio,6,jueves,06:00 a 06:59,Zapopan,Periferico,Del Bosque Av,-103.4552,20.67449,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Hombre,No disponible,Lesionado
3218,30516,2019-06-06-60081-SISCAV-06:00 A 07:59,2019-06-06,2019,Junio,6,jueves,06:00 a 06:59,Zapopan,Periferico,Del Bosque Av,-103.4552,20.67449,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
3219,30517,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
3220,30518,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,48-59,Ileso
3221,30519,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3222,30520,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,No disponible,Lesionado
3223,30521,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,No disponible,Lesionado
3224,30522,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Lesionado
3225,30523,2019-06-06-60082-SISCAV-12:00 A 13:59,2019-06-06,2019,Junio,6,jueves,12:00 a 12:59,Guadalajara,Bartolome De Las Casas,Jose Luis Verdia,-103.3383,20.66317,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
3226,30524,2019-06-06-60085-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Gobernador Curiel Av,Imprenta,-103.3503,20.63237,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
3227,30525,2019-06-06-60085-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Gobernador Curiel Av,Imprenta,-103.3503,20.63237,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
3228,30526,2019-06-06-60085-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Gobernador Curiel Av,Imprenta,-103.3503,20.63237,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,Hombre,18-27,Ileso
3229,30527,2019-06-06-60085-SISCAV-08:00 A 09:59,2019-06-06,2019,Junio,6,jueves,09:00 a 09:59,Guadalajara,Gobernador Curiel Av,Imprenta,-103.3503,20.63237,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3230,30528,2019-06-06-60103-SISCAV-18:00 A 19:59,2019-06-06,2019,Junio,6,jueves,19:00 a 19:59,Guadalajara,Liceo,San Felipe,-103.3467,20.67961,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,Hombre,48-59,Ileso
3231,30529,2019-06-06-60103-SISCAV-18:00 A 19:59,2019-06-06,2019,Junio,6,jueves,19:00 a 19:59,Guadalajara,Liceo,San Felipe,-103.3467,20.67961,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,18-27,Ileso
3232,30530,2019-06-06-60103-SISCAV-18:00 A 19:59,2019-06-06,2019,Junio,6,jueves,19:00 a 19:59,Guadalajara,Liceo,San Felipe,-103.3467,20.67961,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Mujer,48-59,Ileso
3233,30531,2019-06-06-60103-SISCAV-18:00 A 19:59,2019-06-06,2019,Junio,6,jueves,19:00 a 19:59,Guadalajara,Liceo,San Felipe,-103.3467,20.67961,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,48-59,Ileso
3234,30532,2019-06-06-60103-SISCAV-18:00 A 19:59,2019-06-06,2019,Junio,6,jueves,19:00 a 19:59,Guadalajara,Liceo,San Felipe,-103.3467,20.67961,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,18-27,Ileso
3235,30533,2019-06-06-60103-SISCAV-18:00 A 19:59,2019-06-06,2019,Junio,6,jueves,19:00 a 19:59,Guadalajara,Liceo,San Felipe,-103.3467,20.67961,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Hombre,No disponible,Lesionado
3257,30562,2019-06-07-60154-SISCAV-06:00 A 07:59,2019-06-07,2019,Junio,7,viernes,06:00 a 06:59,Zapopan,Periferico,Alcalde Av,-103.3446,20.72835,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
3258,30563,2019-06-07-60154-SISCAV-06:00 A 07:59,2019-06-07,2019,Junio,7,viernes,06:00 a 06:59,Zapopan,Periferico,Alcalde Av,-103.3446,20.72835,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Lesionado
3259,30564,2019-06-07-7-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-07,2019,Junio,7,viernes,20:00 a 20:59,Zapopan,Puerto De Guaymas,Puerto Mazatlan,-103.4542,20.64336,Colision Con Peaton/Atropellamiento,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,38-47,Ileso
3260,30565,2019-06-07-7-TRANSPORTE PUBLICO-20:00 A 21:59,2019-06-07,2019,Junio,7,viernes,20:00 a 20:59,Zapopan,Puerto De Guaymas,Puerto Mazatlan,-103.4542,20.64336,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Transporte Publico,Hombre,28-37,Fallecido
3279,30586,2019-06-09-16-EHGR-02:00 A 03:59,2019-06-09,2019,Junio,9,domingo,03:00 a 03:59,Guadalajara,De Las Americas Av,Pablo Neruda,-103.3749,20.69977,Colision Con Objeto Fijo,Conductor,Motociclista,Motocicleta,Hombre,No disponible,Fallecido
3280,30587,2019-06-09-17-EHGR-12:00 A 13:59,2019-06-09,2019,Junio,9,domingo,13:00 a 13:59,Guadalajara,De Los Arcos Av,Vallarta Av,-103.3846,20.67447,Colision Con Peaton/Atropellamiento,Conductor,Motociclista,Motocicleta,Hombre,No disponible,Ileso
3281,30588,2019-06-09-17-EHGR-12:00 A 13:59,2019-06-09,2019,Junio,9,domingo,13:00 a 13:59,Guadalajara,De Los Arcos Av,Vallarta Av,-103.3846,20.67447,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Motocicleta,Hombre,48-59,Lesionado
3288,30595,2019-06-09-60283-SISCAV-16:00 A 17:59,2019-06-09,2019,Junio,9,domingo,17:00 a 17:59,Guadalajara,Federalismo Calz,San Felipe,-103.3541,20.67939,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Lesionado
